context,question,correct_answer,answer_start
"Enquanto isso, Le Verrier, por carta, instou o astrônomo do Observatório de Berlim Johann Gottfried Galle a procurar com o refrator do observatório. Heinrich d'Arrest, um aluno no observatório, sugeriu a Galle que eles pudessem comparar um gráfico do céu recentemente desenhado na região da localização prevista de Le Verrier com o céu atual para buscar as características de deslocamento de um planeta, em oposição a um mapa fixo. Estrela. Na noite de 23 de setembro de 1846, no dia em que Galle recebeu a carta, ele descobriu Netuno a 1 ° de onde Le Verrier havia previsto, cerca de 12 ° da previsão de Adams. Mais tarde, Challis percebeu que havia observado o planeta duas vezes, nos dias 4 e 12 de agosto, mas não o reconheceu como planeta porque não possuía um mapa estelar atualizado e ficou distraído com seu trabalho simultâneo em observações de cometas.",Quem foi Henrich d'Arrest?,aluno no observatório,171
"O Photo Gallery é um aplicativo opcional para visualizar, criar e agrupar fotos do PS3, instalado separadamente do software do sistema em 105 MB. Foi introduzido na versão 2,60 do software do sistema e fornece uma variedade de ferramentas para classificar e exibir as imagens do sistema. A principal característica deste aplicativo é que ele pode organizar fotos em grupos de acordo com vários critérios. As categorizações notáveis são cores, idades ou expressões faciais das pessoas nas fotos. As apresentações de slides podem ser visualizadas com o aplicativo, junto com músicas e listas de reprodução. O software foi atualizado com o lançamento da versão 3.40 do software do sistema, permitindo que os usuários enviem e procurem fotos no Facebook e no Picasa.",Qual versão do PS3 continha a Galeria de Fotos?,"2,60",172
"Uma guerra civil de três anos seguiu sua morte. Pelo Tratado de Verdun (843), um reino entre os rios Reno e Ródano foi criado para Lothair ir com suas terras na Itália, e seu título imperial foi reconhecido. Luís, o alemão, controlava a Baviera e as terras orientais da Alemanha moderna. Charles the Bald recebeu as terras francas do oeste, compreendendo a maior parte da França moderna. Os netos e bisnetos de Carlos Magno dividiram seus reinos entre seus descendentes, causando a perda de toda a coesão interna. [N] Em 987, a dinastia carolíngia foi substituída nas terras ocidentais, com a coroação de Hugh Capet (r. 987–996). como rei. [O] [P] Nas terras orientais, a dinastia havia desaparecido mais cedo, em 911, com a morte de Luís, o Menino, e a seleção do Conrad I, não relacionado (r. 911–918), como rei.",Entre que dois rios Lothair recebeu um reino?,Reno e Ródano,101
"A coloração de Gram, desenvolvida em 1884 por Hans Christian Gram, caracteriza as bactérias com base nas características estruturais de suas paredes celulares. As espessas camadas de peptidoglicano na parede celular ""Gram-positiva"" ficam roxas, enquanto a fina parede celular ""Gram-negativa"" aparece rosa. Ao combinar a morfologia e a coloração de Gram, a maioria das bactérias pode ser classificada como pertencente a um dos quatro grupos (cocos Gram-positivos, bacilos Gram-positivos, cocos Gram-negativos e bacilos Gram-negativos). Alguns organismos são melhor identificados por outras manchas que não a Gram, principalmente micobactérias ou Nocardia, que mostram solidez ao ácido em Ziehl-Neelsen ou manchas semelhantes. Outros organismos podem precisar ser identificados pelo crescimento em meios especiais ou por outras técnicas, como a sorologia.",De que cor as paredes celulares das bactérias Gram-positivas se voltam após serem manchadas?,roxa,238
"A Associação de Estudos Asiáticos afirma que não há evidências escritas conhecidas que sugiram que os líderes posteriores de Gelug - Gendün Drup (1391-1474) e Gendün Gyatso (1475–1571) - tenham tido qualquer contato com a Ming China. Esses dois líderes religiosos estavam preocupados com uma preocupação primordial em lidar com os poderosos príncipes seculares de Rinpungpa, que eram patronos e protetores dos lamas do Karma Kargyu. Os líderes Rinpungpa eram parentes de Phagmodrupa, mas sua autoridade mudou com o tempo de simples governadores para governantes por direito próprio sobre grandes áreas de Ü-Tsang. O príncipe de Rinbung ocupou Lhasa em 1498 e excluiu o Gelug de participar de Cerimônias e orações de Ano Novo, o evento mais importante do Gelug. Enquanto a tarefa das orações do Ano Novo em Lhasa foi concedida ao Karmapa e a outros, Gendün Gyatso viajou no exílio à procura de aliados. No entanto, foi somente em 1518 que o governante secular de Phagmodru capturou Lhasa de Rinbung e, posteriormente, Gelug recebeu o direito de conduzir a oração do Ano Novo. Quando o abade de Drikung Kagyu do mosteiro de Drigung ameaçou Lhasa em 1537, Gendün Gyatso foi forçado a abandonar o mosteiro de Drepung, embora ele finalmente voltasse.",Qual foi o evento mais importante para o Gelug?,Cerimônias e orações de Ano Novo,692
"Evidências arqueológicas mostram que o Homo erectus viveu na região hoje conhecida como Mianmar há 400.000 anos. A primeira evidência do Homo sapiens é datada de 11.000 aC, em uma cultura da Idade da Pedra chamada Anyathian, com descobertas de ferramentas de pedra no centro de Mianmar. Evidências da domesticação da idade neolítica de plantas e animais e o uso de ferramentas de pedra polida que datam de 10.000 a 6.000 aC foram descobertas na forma de pinturas rupestres perto da cidade de Taunggyi.",Alguma outra cultura antiga também deixou para trás evidências da existência em Mianmar?,domesticação da idade neolítica de plantas e animais e o uso de ferramentas de pedra polida que datam de 10.000 a 6.000 aC foram descobertas,301
"Em 6 de setembro de 2006, a Sony anunciou que o lançamento do PlayStation 3 na região da AMIGO seria adiado para março de 2007, devido à escassez de materiais utilizados na unidade de Blu-ray. Na Tokyo Game Show, em 22 de setembro de 2006, a Sony anunciou que incluiria uma porta HDMI no sistema de 20 GB, mas um acabamento cromado, leitores de cartão de memória flash, logotipo prateado e Wi-Fi não seriam incluídos. Além disso, o preço de lançamento do modelo japonês de 20 GB foi reduzido em mais de 20%, e o modelo de 60 GB foi anunciado para um esquema de preços abertos no Japão. Durante o evento, a Sony mostrou 27 jogos PS3 jogáveis rodando no hardware final.",Que região sofreu um revés que atrasou o lançamento do PlayStation 3?,AMIGO,89
"Em parceria com Gardiner Greene Hubbard, Bell ajudou a estabelecer a publicação Ciência durante o início da década de 1880. Em 1898, Bell foi eleito o segundo presidente da National Geographic Society, servindo até 1903, e foi o principal responsável pelo uso extensivo de ilustrações, incluindo fotografia, na revista. ele também se tornou um regente da Smithsonian Institution (1898–1922). O governo francês conferiu a ele a decoração da Légion d'honneur (Legião de Honra); a Royal Society of Arts de Londres concedeu a ele a medalha Albert em 1902; a Universidade de Würzburg, Baviera, lhe concedeu um doutorado e recebeu a medalha Elliott Cresson do Franklin Institute em 1912. Foi um dos fundadores do Instituto Americano de Engenheiros Elétricos em 1884 e atuou como presidente entre 1891 e 1992 . Bell foi posteriormente premiado com a Medalha Edison da AIEE em 1914 ""Por uma conquista meritória na invenção do telefone"".",Que revista Bell encontrou ao lado de Hubbard?,Ciência,80
"Montevidéu possui mais de 50 hotéis, a maioria localizados no centro da cidade ou ao longo da praia da Rambla de Montevidéu. Muitos dos hotéis têm estilo ocidental moderno, como o Sheraton Montevideo, o Radisson Montevideo Victoria Plaza Hotel localizado no centro da Plaza Independencia e o Plaza Fuerte Hotel à beira-mar. O Sheraton tem 207 quartos e 10 suítes e é luxuosamente mobiliado com móveis importados. O Radisson Montevideo tem 232 quartos e contém um cassino e é servido pelo Restaurante Arcadia.",Quantas suítes o Sheraton possui?,10,353
"O sânscrito, conforme definido por Paini, evoluiu da forma védica anterior. A forma atual do sânscrito védico pode ser rastreada até o segundo milênio AEC (para Rig-védico). Os estudiosos costumam distinguir o sânscrito védico e o sânscrito clássico ou ""paleiniano"" como dialetos separados. Embora sejam bastante semelhantes, diferem em vários pontos essenciais da fonologia, vocabulário, gramática e sintaxe. O sânscrito védico é a linguagem dos Vedas, uma grande coleção de hinos, encantamentos (Samhitas) e discussões teológicas e religio-filosóficas nos Brahmanas e Upanishads. Os linguistas modernos consideram os hinos métricos do Rigveda Samhita os primeiros, compostos por muitos autores ao longo de vários séculos de tradição oral. O final do período védico é marcado pela composição dos Upanishads, que formam a parte final do corpus védico tradicional; no entanto, os primeiros Sutras também são védicos, tanto na linguagem quanto no conteúdo.",Até que ponto a atual forma de sânscrito pode ser rastreada?,segundo milênio AEC,135
"O Unicode é desenvolvido em conjunto com a Organização Internacional de Padronização e compartilha o repertório de caracteres com a ISO / IEC 10646: o Conjunto Universal de Caracteres. Unicode e ISO / IEC 10646 funcionam de maneira equivalente como codificação de caracteres, mas O padrão Unicode contém muito mais informações para implementadores, cobrindo em profundidade tópicos como codificação, agrupamento e renderização bit a bit. O Padrão Unicode enumera diversas propriedades de caracteres, incluindo as necessárias para oferecer suporte ao texto bidirecional. Os dois padrões usam terminologia ligeiramente diferente.","O que inclui tópicos como codificação, agrupamento e renderização bit a bit?",O padrão Unicode,280
"Os dias de trabalho em Israel são Domingo a quinta-feira (por uma semana de cinco dias) ou sexta-feira (por uma semana de seis dias). Observando o Shabat, em locais onde sexta-feira é dia de trabalho e a maioria da população é judia, sexta-feira é um ""dia curto"", geralmente com duração até às 14:00 no inverno ou às 16:00 no verão. Várias propostas foram levantadas para ajustar a semana de trabalho com a maioria do mundo e tornar o domingo um dia não útil, estendendo o horário de trabalho de outros dias ou substituindo sexta-feira pelo domingo como dia de trabalho.",Quais são os dias de trabalho em Israel?,Domingo a quinta-feira,34
"Atualmente, o uso de álcool por adolescentes está em um nível mais baixo de todos os tempos. De um corpo pesquisado de estudantes, 4,4% dos alunos da 8ª série relataram ter bebido pelo menos uma vez no mês anterior; para a 10ª série, o número foi de 13,7% e para a 12ª série, 25%. Mais drasticamente, o consumo de cigarros se tornou uma atividade muito menos prevalente entre os estudantes americanos de ensino médio e médio; de fato, um número maior de adolescentes agora fuma maconha do que cigarro, com um estudo recente mostrando 15,2%, contra 11,7% dos estudantes pesquisados. Estudos recentes mostraram que os adolescentes tardios do sexo masculino têm muito mais probabilidade de fumar do que mulheres. O estudo indicou que havia uma diferença discernível de gênero na prevalência de tabagismo entre os estudantes. A descoberta do estudo mostra que mais homens do que mulheres começaram a fumar quando estavam no ensino fundamental e médio, enquanto a maioria das mulheres começou a fumar após o ensino médio. Isso pode ser atribuído às recentes mudanças de visões sociais e políticas em relação à maconha; questões como o uso medicinal e a legalização tendem a pintar a droga de uma maneira mais positiva do que a historicamente, enquanto os cigarros continuam sendo difamados devido aos riscos à saúde associados.",Qual é uma explicação possível para a mudança para a maconha e para longe do cigarro?,recentes mudanças de visões sociais e políticas em relação à maconha,1044
"Spielberg ganhou o Oscar de Melhor Diretor por Schindler's List (1993) e Saving Private Ryan (1998). Três dos filmes de Spielberg - Jaws (1975), E.T. Extra-Terrestrial (1982) e Jurassic Park (1993) - registros de bilheteria obtidos, originaram e vieram a resumir o filme de grande sucesso. O valor não ajustado de todos os filmes dirigidos por Spielberg excede 9 bilhões de dólares em todo o mundo, fazendo dele o diretor de maior bilheteria da história. Seu patrimônio líquido pessoal é estimado em mais de US $ 3 bilhões. Ele está associado ao compositor John Williams desde 1974, que compôs músicas para todos, exceto cinco dos filmes de Spielberg.",Que registro Steven Spielberg tem?,o diretor de maior bilheteria da história,412
"No sábado, 23 de julho de 1989, grande parte da América soube da AFL por um motivo não intencional, quando o técnico do Pittsburgh Gladiators, Joe Haering, fez história no futebol ao socar o comissário Jim Foster durante um jogo com o Chicago Bruisers. A mídia nacional publicou a matéria, incluindo uma foto nos EUA hoje. O jogo foi disputado entre as duas equipes na Arena Arco de Sacramento, como parte da turnê da AFL 'Barnstorming America'. Foster entrou no campo de jogo para mediar uma briga entre as duas equipes quando Haering, um ex-assistente da NFL, deu um soco na mandíbula dele. Haering foi suspenso sem remuneração.",Que artigo apresentava uma fotografia do treinador principal dos Gladiadores socando o comissário da AFL?,EUA hoje,313
"O início dos sintomas no infarto do miocárdio (IM) é geralmente gradual, durante vários minutos e raramente instantâneo. A dor no peito é o sintoma mais comum de infarto agudo do miocárdio e é frequentemente descrita como sensação de aperto, pressão ou compressão. A dor no peito devido à isquemia (falta de sangue e, portanto, suprimento de oxigênio) do músculo cardíaco é denominada angina de peito. A dor irradia com mais frequência para o braço esquerdo, mas também para a mandíbula, pescoço, braço direito, costas e abdome superior, onde pode imitar azia. O sinal de Levine, no qual uma pessoa localiza a dor no peito apertando os punhos sobre o esterno, foi considerado classicamente como preditivo de dor no peito cardíaco, embora um estudo observacional prospectivo tenha mostrado um baixo valor preditivo positivo.",O que a isquemia também se refere?,falta de sangue,299
"Os estudiosos somalis produzem há séculos muitos exemplos notáveis da literatura islâmica que vão da poesia ao Hadith. Com a adoção do alfabeto latino em 1972 para transcrever a língua somali, vários autores somalis contemporâneos também lançaram romances, alguns dos quais receberam elogios em todo o mundo. Desses escritores modernos, Nuruddin Farah é provavelmente o mais célebre. Livros como From a Crooked Rib e Links são considerados importantes conquistas literárias, obras que renderam a Farah, entre outros elogios, o Prêmio Internacional de Literatura Neustadt de 1998. Farah Mohamed Jama Awl é outro escritor somaliano de destaque que talvez seja mais conhecido por seu romance da era Dervish, Ignorance é o inimigo do amor. O jovem novato Nadifa Mohamed também recebeu o prêmio Betty Trask 2010. Além disso, Mohamed Ibrahim Warsame 'Hadrawi' é considerado por muitos o maior poeta vivo da Somália, e várias de suas obras foram traduzidas internacionalmente.",Quem ganhou o prêmio Betty Trask 2010?,Nadifa Mohamed,751
"A Alta Idade Média foi um período de tremenda expansão da população. A população estimada da Europa cresceu de 35 para 80 milhões entre 1000 e 1347, embora as causas exatas continuem incertas: melhores técnicas agrícolas, o declínio da posse de escravos, um clima mais clemente e a falta de invasão. Cerca de 90% da população européia continuava sendo camponesa. Muitos não estavam mais assentados em fazendas isoladas, mas haviam se reunido em pequenas comunidades, geralmente conhecidas como mansões ou aldeias. Esses camponeses eram frequentemente sujeitos a nobres senhores e deviam aluguéis e outros serviços, em um sistema conhecido como manorialismo. Permaneceram alguns camponeses livres durante todo esse período e além, com mais deles nas regiões do sul da Europa do que no norte. A prática de cultivar ou trazer novas terras à produção, oferecendo incentivos aos camponeses que as colonizaram, também contribuiu para a expansão da população.","Durante a Alta Idade Média, que porcentagem da população européia consistia em camponeses rurais?",90,309
"A Atari Games criou uma linha de produtos NES sob o nome Tengen e adotou uma abordagem diferente. A empresa tentou fazer engenharia reversa do chip de bloqueio para desenvolver seu próprio Chip de ""coelho"". No entanto, Tengen também obteve uma descrição do chip de bloqueio do Escritório de Marcas e Patentes dos Estados Unidos alegando falsamente que era necessário se defender contra as alegações de violação em um processo legal. A Nintendo processou Tengen por violação de direitos autorais, que Tengen perdeu por não poder provar que os documentos de patente obtidos legalmente não haviam sido usados pela equipe de engenharia reversa. As alegações antitruste de Tengen contra a Nintendo nunca foram finalmente decididas.",A engenharia reversa de Tengen projetou o chip de bloqueio para desenvolver qual protótipo de apelido animal?,"Chip de ""coelho""",189
"Na Alemanha, grupos como Einstürzende Neubauten desenvolveram um estilo único de música industrial, utilizando ruído de vanguarda, instrumentos caseiros e objetos encontrados. Mais tarde, os membros desse grupo colaboraram com os membros da festa de aniversário. No Brasil, o cenário pós-punk cresceu após a geração do rock de Brasília com bandas como Legião Urbana, Capital Inicial e Plebe Rude e, em seguida, a abertura do clube de música Madame Satã, em São Paulo, com artistas como Cabine C, Titãs, Patife Band, Fellini e Mercenárias, conforme documentado em compilações como A Vida Sexual dos Selvagens e a série Não Wave / Não São Paulo, lançadas no Reino Unido, Alemanha e Brasil, respectivamente.","Que tipo de música incluía ruído, instrumentos caseiros e objetos encontrados aleatoriamente?",industrial,88
"Em Cingapura, madrasahs são escolas particulares supervisionadas pelo Majlis Ugama Islam Singapura (MUIS, inglês: Conselho Religioso Islâmico de Cingapura). Existem seis Madrasahs em Cingapura, atendendo a estudantes da Primária 1 à Secundária 4. Quatro Madrasahs são co-educacionais e duas são para meninas. Os alunos fazem uma série de disciplinas de Estudos Islâmicos, além das disciplinas do currículo do MOE, e se sentam nos níveis PSLE e GCE 'O' como seus colegas. Em 2009, a MUIS introduziu o ""Joint Madrasah System"" (JMS), uma colaboração conjunta da Madrasah Al-Irsyad Al-Islamiah e escolas secundárias Madrasah Aljunied Al-Islamiah (oferecendo o ukhrawi, ou fluxo religioso) e Madrasah Al-Arabiah Al-Islamiah (oferecendo o fluxo acadêmico). O JMS tem como objetivo introduzir o programa International Baccalaureate (IB) no Madrasah Al-Arabiah Al-Islamiah até 2019. Os alunos que frequentam uma madrasah devem usar o traje tradicional malaio, incluindo o songkok para meninos e tudong para meninas, em contraste com escolas governamentais convencionais que proíbem chapéus religiosos, já que Cingapura é oficialmente um estado secular. Para os alunos que desejam frequentar uma escola regular, eles podem optar por frequentar as aulas nos fins de semana na madrasah, em vez de se matricularem em período integral.",Quantas madrasahs existem em Sinagapore?,seis,165
"As causas e motivações exatas dos conflitos e expansões militares de Roma durante a república estão sujeitas a amplo debate. Embora possam ser vistos como motivados por agressões e imperialismo, os historiadores geralmente adotam uma visão muito mais sutil. Eles argumentam que a expansão de Roma foi impulsionada por fatores defensivos e interestaduais de curto prazo (isto é, relações com cidades-estados e reinos fora da hegemonia de Roma) e pelas novas contingências que essas decisões criaram. No início de sua história, quando Roma se defendeu com sucesso contra ameaças estrangeiras no centro e no norte da Itália, as cidades-estados vizinhas buscaram a proteção que uma aliança romana traria. Como tal, a Roma republicana primitiva não era um ""império"" ou ""estado"" no sentido moderno, mas uma aliança de cidades-estados independentes (semelhantes às hegemonias gregas do mesmo período) com graus variados de genuína independência (que ela própria mudou ao longo do tempo) envolvidos em uma aliança de autoproteção mútua, mas liderados por Roma. Com algumas exceções importantes, as guerras bem-sucedidas na Roma republicana primitiva geralmente não levavam à anexação ou ocupação militar, mas à restauração da maneira como as coisas eram. Mas a cidade derrotada seria enfraquecida (às vezes com concessões de terra definitivas) e, portanto, menos capaz de resistir às influências romanizantes, como colonos romanos que buscavam terras ou comércio com a crescente confederação romana. Também era menos capaz de se defender de seus inimigos não romanos, o que tornava mais provável o ataque por esses inimigos. Era, portanto, mais provável buscar uma aliança de proteção com Roma.",O que os colonos romanos geralmente procuravam?,terra,1317
"Yale possui inúmeras instalações esportivas, incluindo o Yale Bowl (o primeiro estádio ""bowl"" natural do país) e o protótipo de estádios como o Coliseu do Memorial de Los Angeles e o Rose Bowl), localizado no complexo atlético Walter Camp Field e o Payne Whitney Gymnasium, o segundo maior complexo esportivo interno do mundo. 21 de outubro de 2000, marcou a dedicação do quarto novo estaleiro de Yale em 157 anos de remo colegiado. O Richard Gilder Boathouse foi nomeado para homenagear a ex-remadora olímpica Virginia Gilder '79 e seu pai Richard Gilder '54, que doaram US $ 4 milhões para o projeto de US $ 7,5 milhões. Yale também mantém o local de Gales Ferry, onde a equipe masculina de pesos pesados treina para a regata de Yale-Harvard.",Quais pontos de referência o Yale Bowl influenciou?,Coliseu do Memorial de Los Angeles e o Rose Bowl,144
"A primeira placa Macintosh de Smith foi construída com as especificações de design de Raskin: tinha 64 kilobytes (kB) de RAM, usou o microprocessador Motorola 6809E e foi capaz de suportar uma exibição de bitmap em preto e branco de 256 × 256 pixels. Bud Tribble, membro da equipe do Mac, estava interessado em executar os programas gráficos da Apple Lisa no Macintosh, e perguntou a Smith se ele poderia incorporar o microprocessador Motorola 68000 da Lisa no Mac, mantendo o custo de produção baixo. Em dezembro de 1980, Smith havia conseguido projetar uma placa que não apenas usava o 68000, mas aumentava sua velocidade de 5 MHz para 8 MHz; essa placa também tinha capacidade para suportar uma tela de 384 × 256 pixels. O design de Smith usou menos chips de RAM que o Lisa, o que tornou a produção da placa significativamente mais econômica. O design final do Mac era independente e possuía a linguagem de imagem e o intérprete completos do QuickDraw em 64 kB de ROM - muito mais do que a maioria dos outros computadores; possuía 128 kB de RAM, na forma de dezesseis chips de RAM de 64 kilobits (kb) soldados no quadro lógico. Embora não houvesse slots de memória, sua RAM era expansível para 512 kB por meio da soldagem de dezesseis soquetes de IC para aceitar chips de 256 kb de RAM no lugar dos chips instalados de fábrica. A tela do produto final era uma tela monocromática de 9 polegadas e 512x342 pixels, excedendo o tamanho da tela planejada.",Que recurso estava faltando no design final do Mac produzido por Smith?,slots de memória,1151
"A crescente urbanização da Índia nos séculos VII e VI aC levou ao surgimento de novos movimentos ascéticos ou shramana que desafiavam a ortodoxia dos rituais. Mahavira (c. 549–477 aC), proponente do jainismo, e Buda (c. 563-483), fundador do budismo, foram os ícones mais importantes desse movimento. Shramana deu origem ao conceito de ciclo de nascimento e morte, ao conceito de samsara e ao conceito de libertação. Buda encontrou um Caminho do Meio que melhorou o ascetismo extremo encontrado nas religiões Sramana.",Quem foi o fundador do jainismo?,Mahavira,159
"Em 2011, a Agência Internacional de Energia disse que ""o desenvolvimento de tecnologias de energia solar acessíveis, inesgotáveis e limpas trará enormes benefícios a longo prazo. Aumentará a segurança energética dos países através da dependência de um recurso indígena, inesgotável e principalmente independente de importação, melhorar a sustentabilidade, reduzir a poluição, reduzir os custos de mitigação do aquecimento global e manter os preços dos combustíveis fósseis mais baixos do que o contrário.Essas vantagens são globais.Portanto, os custos adicionais dos incentivos para a implantação precoce devem ser considerados investimentos de aprendizado; precisa ser amplamente compartilhado "".",Quais custos a energia solar diminuirá?,os custos de mitigação do aquecimento global,384
"A cidade foi alvo de uma tentativa de uma empresa separada, a Didcot, Newbury e Southampton Railway, de abrir outra via férrea para o Norte na década de 1880 e alguns trabalhos de construção, incluindo um aterro sobrevivente, foram realizados na área de Hill Lane.","Em que direção a Ferrovia Didcot, Newbury e Southampton deseja expandir?",Norte,134
"O diretor do curso de sinalização de Bovington relatou que Gaddafi superou com sucesso os problemas de aprendizagem de inglês, exibindo um firme comando de procedimento de voz. Observando que os passatempos favoritos de Gaddafi eram ler e jogar futebol, ele o considerava um ""oficial divertido, sempre alegre, trabalhador e consciente"". Kadafi não gostava da Inglaterra, alegando que oficiais do Exército britânico o insultavam racialmente e achavam difícil se adaptar à cultura do país; afirmando sua identidade árabe em Londres, ele caminhou por Piccadilly vestindo roupas tradicionais da Líbia. Mais tarde, ele relatou que, enquanto viajava para a Inglaterra acreditando que era mais avançado que a Líbia, voltou para casa ""mais confiante e orgulhoso de nossos valores, ideais e caráter social"".",Como Kadafi se sentiu em relação aos oficiais britânicos?,alegando que oficiais do Exército britânico o insultavam racialmente,371
"Stockton e Kearny recuperaram Los Angeles e forçaram a capitulação de Alta Califórnia com o ""Tratado de Cahuenga"" em 13 de janeiro de 1847. Como resultado da Guerra Mexicano-Americana de 1846-1848, o território de Alta Califórnia, incluindo San Diego, foi cedida aos Estados Unidos pelo México, nos termos do Tratado de Guadalupe Hidalgo, em 1848. Os negociadores mexicanos desse tratado tentaram reter San Diego como parte do México, mas os americanos insistiram que San Diego era "" todo propósito comercial de importância quase igual para nós com o de São Francisco "", e a fronteira mexicano-americana acabou sendo estabelecida como uma liga ao sul do ponto mais ao sul da baía de San Diego, de modo a incluir toda a baía nos Estados Unidos .",Qual foi o nome do tratado desenvolvido entre o México e os Estados Unidos em 1848?,Tratado de Guadalupe Hidalgo,309
"As estratégias de coordenação diferem quando os fusos horários adjacentes mudam de relógio. A União Europeia muda de uma vez, às 01:00 UTC ou 02:00 CET ou 03:00 EET; por exemplo, o horário da Europa Oriental está sempre uma hora à frente do horário da Europa Central. A maior parte da América do Norte muda às 02:00, horário local, para que suas zonas não mudem ao mesmo tempo; por exemplo, o horário da montanha está temporariamente (por uma hora) zero horas antes do horário do Pacífico, em vez de uma hora antes, no outono e duas horas, em vez de uma, antes do horário do Pacífico na primavera. No passado, os distritos australianos foram ainda mais longe e nem sempre concordavam com as datas de início e término; por exemplo, em 2008, a maioria das áreas de observação de horário de verão mudou o relógio em 5 de outubro, mas a Austrália Ocidental mudou em 26 de outubro. Em alguns casos, apenas parte de um país muda; por exemplo, nos EUA, no Havaí e na maior parte do Arizona não observam o horário de verão.","No horário de verão, no outono, quanto tempo permanece no mesmo horário, tanto no Pacífico quanto nas montanhas dos Estados Unidos?",uma hora,220
"O Everton detém o recorde de mais temporadas na primeira divisão da Inglaterra (Divisão Um / Premier League), com 111 temporadas em 114 a partir de 2014-15 (o clube jogou na Divisão 2 em 1930 a 31 e 1951 a 1954). Eles são um dos sete times que jogaram todas as 22 temporadas da Premier League desde seu início em agosto de 1992 - os outros são Arsenal, Aston Villa, Chelsea, Liverpool, Manchester United e Tottenham Hotspur. O Everton contra o Aston Villa é o jogo mais disputado na primeira divisão da Inglaterra. Na temporada 2012–13, os dois membros fundadores da Liga de Futebol disputaram 196 partidas da liga.",Quando a Premier League foi fundada?,1992,323
"O catalão padrão, praticamente aceito por todos os falantes, baseia-se principalmente no catalão oriental, que é o dialeto mais usado. No entanto, os padrões de Valência e Baleares admitem formas alternativas, principalmente as tradicionais, que não são atuais no leste da Catalunha.",Que formas de linguagem não são mais usadas no leste da Catalunha?,tradicionais,228
"O moderno exonônimo chinês padrão para a região étnica tibetana é Zangqu (chinês: 藏区; pinyin: Zàngqū), que deriva da metonímia da região de Tsang em torno de Shigatse mais a adição de um sufixo chinês, 区 qū, que significa ""área, distrito , região, enfermaria "". O povo tibetano, a língua e a cultura, independentemente de onde eles são, são referidos como Zang (chinês: 藏; pinyin: Zàng), embora o termo geográfico Xīzàng seja frequentemente limitado à região autônoma do Tibete. O termo Xīzàng foi cunhado durante a dinastia Qing no reinado do Imperador Jiaqing (1796-1820) através da adição de um prefixo que significa ""oeste"" (西 xī) para Zang.",Durante qual dinastia o termo Xizang foi usado pela primeira vez?,Qing,525
"Tucson é conhecido como ""The Old Pueblo"". Embora a origem exata desse apelido seja incerta, geralmente é atribuída ao prefeito R. N. ""Bob"" Leatherwood. Quando o serviço ferroviário foi estabelecido na cidade em 20 de março de 1880, Leatherwood comemorou o fato enviando telegramas para vários líderes, incluindo o Presidente dos Estados Unidos e o Papa, anunciando que o ""antigo e honrado pueblo"" de Tucson estava agora conectado ferroviário para o mundo exterior. O termo tornou-se popular entre os redatores de jornais que frequentemente o abreviavam como ""A. e H. Pueblo"". Este, por sua vez, se transformou na forma atual de ""O Velho Povoado Indiano"".",Quando Tucson conseguiu uma ferrovia?,20 de março de 1880,211
"No norte, foram feitos esforços substanciais contra Newcastle upon Tyne e Sunderland, que eram grandes portos na costa leste inglesa. Em 9 de abril de 1941, a Luftflotte 2 derrubou 150 toneladas de explosivos e 50.000 incendiários de 120 bombardeiros em um ataque de cinco horas. As instalações de esgoto, ferrovia, cais e instalações elétricas foram danificadas. Em Sunderland, em 25 de abril, a Luftflotte 2 enviou 60 bombardeiros, que derrubaram 80 toneladas de explosivos e 9.000 incendiários. Muito dano foi feito. Um novo ataque ao Clyde, desta vez em Greenock, ocorreu nos dias 6 e 7 de maio. No entanto, como nos ataques no sul, os alemães não conseguiram impedir movimentos marítimos ou prejudicar a indústria nas regiões.",Qual foi o resultado dos ataques alemães?,os alemães não conseguiram impedir movimentos marítimos ou prejudicar a indústria nas regiões,637
"Até hoje, a maioria dos caçadores-coletores tem uma divisão sexual do trabalho simbolicamente estruturada. No entanto, é verdade que em uma pequena minoria de casos, as mulheres caçam o mesmo tipo de pedreira que os homens, às vezes fazendo isso ao lado de homens. O exemplo mais conhecido é o povo Aeta das Filipinas. De acordo com um estudo, ""Cerca de 85% das mulheres Aeta filipinas caçam e caçam a mesma pedreira que os homens. As mulheres Aeta caçam em grupos e com cães e têm uma taxa de sucesso de 31% em comparação com 17% para os homens. Suas taxas são ainda melhores quando combinam forças com homens: grupos de caça mistos têm uma taxa de sucesso total de 41% entre os Aeta "". Entre o povo Ju '/ hoansi da Namíbia, as mulheres ajudam os homens a rastrear a pedreira. As mulheres no Martu australiano também caçam principalmente pequenos animais como lagartos para alimentar seus filhos e manter relações com outras mulheres.",Qual a percentagem de mulheres Aeta caçar?,85%,354
"Os Shahis hindus de Jayapala são conhecidos por suas lutas na defesa de seu reino contra os Ghaznavids na moderna região leste do Afeganistão e Paquistão. Jayapala viu um perigo na consolidação dos Ghaznavids e invadiu sua cidade capital, Ghazni, tanto no reinado de Sebuktigin quanto no de seu filho Mahmud, que iniciou as lutas entre Ghaznavid muçulmano e Shahi hindu. Sebuk Tigin, no entanto, o derrotou e ele foi forçado a pagar uma indenização. Jayapala deixou de pagar e voltou ao campo de batalha. Jayapala, no entanto, perdeu o controle de toda a região entre o vale de Cabul e o rio Indo.",Em que id Jayapala vê um perigo para sua dinastia?,consolidação dos Ghaznavids,181
